,Location,Area,Bed,Bath,Price
2369,"Pirerbag, Mirpur, Dhaka",950 sqft,3,2,11 Thousand
2370,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2371,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2372,"Block B, Section 10, Mirpur, Dhaka","1,350 sqft",3,3,26 Thousand
2373,"Mirpur, Dhaka","1,000 sqft",3,2,13 Thousand
2374,"Block C, Banasree, Dhaka",950 sqft,2,2,17 Thousand
2375,"Section 10, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
2376,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",950 sqft,3,2,15 Thousand
2377,"PC Culture Housing, Mohammadpur, Dhaka",850 sqft,3,2,17.5 Thousand
2378,"Khilgaon, Dhaka",900 sqft,2,2,24 Thousand
2379,"East Bashabo, Bashabo, Dhaka",750 sqft,2,2,13 Thousand
2380,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,000 sqft",3,3,17 Thousand
2381,"Block C, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
2382,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",780 sqft,2,2,10.5 Thousand
2383,"Khilgaon, Dhaka",800 sqft,2,2,19.5 Thousand
2384,"South Monipur, Mirpur, Dhaka",400 sqft,1,1,10 Thousand
2385,"Baridhara, Dhaka","2,700 sqft",3,3,1.5 Lakh
2386,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,3,40 Thousand
2387,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,100 sqft",3,2,20 Thousand
2388,"Satarkul, Uttar Badda, Badda, Dhaka","1,000 sqft",3,3,16.18 Thousand
2389,"Block E, Section 2, Mirpur, Dhaka","1,500 sqft",3,3,26 Thousand
2390,"Block C, Bashundhara R-A, Dhaka","1,465 sqft",3,4,25 Thousand
2391,"North Pirerbag, Pirerbag, Mirpur, Dhaka",700 sqft,2,2,10 Thousand
2392,"Taltola, Khilgaon, Dhaka","1,000 sqft",2,2,18 Thousand
2393,"Block I, Bashundhara R-A, Dhaka","1,950 sqft",3,4,30 Thousand
2394,"Taltola, Khilgaon, Dhaka","1,000 sqft",3,2,20 Thousand
2395,"PC Culture Housing, Mohammadpur, Dhaka",500 sqft,1,1,12 Thousand
2396,"East Kazipara, Mirpur, Dhaka",850 sqft,2,2,15 Thousand
2397,"Block C, Bashundhara R-A, Dhaka","3,200 sqft",4,6,60 Thousand
2398,"South Monipur, Mirpur, Dhaka",400 sqft,1,1,10 Thousand
2399,"East Kazipara, Mirpur, Dhaka","1,500 sqft",3,3,24 Thousand
2400,"Section 10, Mirpur, Dhaka","1,040 sqft",3,2,16 Thousand
2401,"Tejgaon, Dhaka",650 sqft,2,1,15 Thousand
2402,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,22 Thousand
2403,"Kathalbagan, Dhaka","1,370 sqft",3,3,40.5 Thousand
2404,"Baigertek, Cantonment, Dhaka","1,325 sqft",3,3,13 Thousand
2405,"Baigertek, Cantonment, Dhaka","1,200 sqft",3,3,11 Thousand
2406,"Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","1,870 sqft",4,4,40 Thousand
2407,"Block F, Section 2, Mirpur, Dhaka","1,150 sqft",3,3,18 Thousand
2408,"East Kazipara, Mirpur, Dhaka",980 sqft,2,2,14 Thousand
2409,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",4,5,50 Thousand
2410,"Block A, Bashundhara R-A, Dhaka","1,887 sqft",3,4,34 Thousand
2411,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",850 sqft,2,2,15 Thousand
2412,"Dhanmondi, Dhaka","1,250 sqft",3,3,25 Thousand
2413,"North Ibrahimpur, Ibrahimpur, Dhaka","1,300 sqft",3,3,22 Thousand
2414,"Mastertek, Cantonment, Dhaka","1,280 sqft",3,3,13 Thousand
2415,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,22 Thousand
2416,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,23 Thousand
2417,"Block J, Banasree, Dhaka","1,350 sqft",3,3,20 Thousand
2418,"Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","1,870 sqft",4,4,40 Thousand
2419,"North Ibrahimpur, Ibrahimpur, Dhaka","1,200 sqft",3,3,18 Thousand
2420,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,23 Thousand
2421,"West Kalachandpur, Kalachandpur, Dhaka",800 sqft,2,2,15 Thousand
2422,"Block I, Bashundhara R-A, Dhaka","1,150 sqft",3,3,18 Thousand
2423,"Block I, Bashundhara R-A, Dhaka","1,950 sqft",3,4,30 Thousand
2424,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2425,"Baridhara, Dhaka","2,700 sqft",3,3,1.5 Lakh
2426,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",900 sqft,2,2,14 Thousand
2427,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",800 sqft,2,2,20 Thousand
2428,"Sontek, Donia, Jatra Bari, Dhaka",700 sqft,2,2,11 Thousand
2429,"Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka","1,870 sqft",4,4,40 Thousand
2430,"Mohammadpur, Dhaka","2,700 sqft",3,4,60 Thousand
2431,"Eskaton, Dhaka",850 sqft,2,2,22 Thousand
2432,"Block F, aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,14.5 Thousand
2433,"RK Mission Road, Gopibag, Motijheel, Dhaka",950 sqft,2,3,22 Thousand
2434,"Mohammadpur, Dhaka","1,270 sqft",3,3,18 Thousand
2435,"PC Culture Housing, Mohammadpur, Dhaka",600 sqft,1,1,10 Thousand
2436,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,2,10 Thousand
2437,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,23 Thousand
2438,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2439,"PC Culture Housing, Mohammadpur, Dhaka",725 sqft,2,2,15 Thousand
2440,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,50 Thousand
2441,"East Kazipara, Mirpur, Dhaka",900 sqft,2,2,13 Thousand
2442,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,16 Thousand
2443,"Tajmahal Road, Mohammadpur, Dhaka",725 sqft,2,2,16 Thousand
2444,"Mirpur, Dhaka",750 sqft,2,2,12.5 Thousand
2445,"Senpara Parbata, Section 10, Mirpur, Dhaka",750 sqft,3,2,15 Thousand
2446,"Matikata, Cantonment, Dhaka","1,400 sqft",3,3,16 Thousand
2447,"Tejturi Bazar, Tejgaon, Dhaka",950 sqft,2,2,20 Thousand
2448,"Namapara, Khilkhet, Dhaka",700 sqft,2,2,10 Thousand
2449,"Baridhara, Dhaka","2,700 sqft",3,3,1.5 Lakh
2450,"East Kafrul, Kafrul, Dhaka","1,500 sqft",3,3,25 Thousand
2451,"North Goran, Goran, Khilgaon, Dhaka",800 sqft,3,2,18 Thousand
2452,"Mirpur, Dhaka",950 sqft,3,3,15 Thousand
2453,"Khilkhet, Dhaka",700 sqft,2,2,12 Thousand
2454,"Block A, Section 12, Mirpur, Dhaka",450 sqft,2,1,12.5 Thousand
2455,"Khaje Dewan, Lalbagh, Dhaka","1,080 sqft",3,2,20 Thousand
2456,"Block E, Chandrima Model Town, Mohammadpur, Dhaka","1,350 sqft",3,3,12 Thousand
2457,"Shantibag, Malibagh, Dhaka","1,275 sqft",3,3,26 Thousand
2458,"Kalabagan, Dhaka","1,100 sqft",3,3,30 Thousand
2459,"Shantipur, South Goran, Goran, Khilgaon, Dhaka",700 sqft,2,2,14.5 Thousand
2460,"Senpara Parbata, Section 10, Mirpur, Dhaka",750 sqft,3,2,15 Thousand
2461,"Section 10, Mirpur, Dhaka",600 sqft,2,2,12 Thousand
2462,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka","1,500 sqft",3,3,22 Thousand
2463,"North Ibrahimpur, Ibrahimpur, Dhaka",920 sqft,3,3,19 Thousand
2464,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,23 Thousand
2465,"South Banasree Project, Banasree, Dhaka","2,201 sqft",4,4,35 Thousand
2466,"West Dolairpar, Shyampur, Dhaka",600 sqft,2,1,10 Thousand
2467,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,440 sqft",3,3,14 Thousand
2468,"Block C, Section 6, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
2469,"South Banasree Project, Banasree, Dhaka","2,201 sqft",4,4,35 Thousand
2470,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,10 Thousand
2471,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,44 Thousand
2472,"Rampura, Dhaka","1,150 sqft",3,3,18 Thousand
2473,"East Kazipara, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
2474,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,22 Thousand
2475,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,80 Thousand
2476,"South Banasree Project, Banasree, Dhaka","2,201 sqft",4,3,35 Thousand
2477,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,200 sqft",3,3,18 Thousand
2478,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10.5 Thousand
2479,"Block D, Bashundhara R-A, Dhaka","1,000 sqft",2,2,20 Thousand
2480,"Mohammadpur, Dhaka","2,700 sqft",3,4,60 Thousand
2481,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
2482,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",950 sqft,3,2,15 Thousand
2483,"North Jatra Bari, Jatra Bari, Dhaka",800 sqft,2,2,12 Thousand
2484,"Mirpur, Dhaka",700 sqft,2,2,14 Thousand
2485,"New Market, Dhaka","1,685 sqft",3,3,40 Thousand
2486,"Naya Nagar, Khilkhet, Dhaka",720 sqft,2,1,11.5 Thousand
2487,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",780 sqft,2,2,10.5 Thousand
2488,"Gulshan 1, Gulshan, Dhaka","2,880 sqft",3,4,90 Thousand
2489,"South Monipur, Mirpur, Dhaka","1,250 sqft",3,3,20 Thousand
2490,"East Shewrapara, Mirpur, Dhaka","1,350 sqft",3,3,25 Thousand
2491,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,440 sqft",3,3,13 Thousand
2492,"Pallabi Extension, Pallabi, Mirpur, Dhaka",650 sqft,2,1,11.5 Thousand
2493,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2494,"Joar Sahara, Dhaka",850 sqft,2,2,18 Thousand
2495,"Senpara Parbata, Section 10, Mirpur, Dhaka","1,200 sqft",3,2,20 Thousand
2496,"Kazirgaon, Jatra Bari, Dhaka",850 sqft,3,2,10 Thousand
2497,"Block D, Bashundhara R-A, Dhaka","2,800 sqft",4,5,70 Thousand
2498,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
2499,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2500,"Sector 3, Uttara, Dhaka","2,250 sqft",4,3,80 Thousand
2501,"Dhanmondi, Dhaka","1,250 sqft",3,3,25 Thousand
2502,"South Badda, Badda, Dhaka",600 sqft,1,1,13 Thousand
2503,"Sector 9, Uttara, Dhaka",800 sqft,2,2,16 Thousand
2504,"Sector 5, Uttara, Dhaka","1,400 sqft",3,3,30 Thousand
2505,"Block B, Aftab Nagar, Dhaka","1,490 sqft",3,3,25 Thousand
2506,"Block B, Section 10, Mirpur, Dhaka","1,350 sqft",3,3,24 Thousand
2507,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,050 sqft",3,2,15 Thousand
2508,"Section 1, Mirpur, Dhaka",650 sqft,2,1,11 Thousand
2509,"Ullan, Rampura, Dhaka","1,120 sqft",3,2,21.5 Thousand
2510,"Shegunbagicha, Dhaka","1,500 sqft",3,4,30 Thousand
2511,"Sector 3, Uttara, Dhaka","2,400 sqft",4,4,70 Thousand
2512,"Ullan, Rampura, Dhaka","1,060 sqft",3,2,20 Thousand
2513,"Block B, Bashundhara R-A, Dhaka","1,600 sqft",3,3,27 Thousand
2514,"Joar Sahara, Dhaka","1,050 sqft",3,3,20 Thousand
2515,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,22 Thousand
2516,"Block A, Bashundhara R-A, Dhaka","1,900 sqft",3,3,40 Thousand
2517,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,180 sqft",3,2,18 Thousand
2518,"Section 10, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
2519,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,2,10 Thousand
2520,"Hatirpool, Dhaka","1,150 sqft",3,2,20 Thousand
2521,"East Shewrapara, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
2522,"Baridhara, Dhaka","2,700 sqft",3,3,1.5 Lakh
2523,"Sector 13, Uttara, Dhaka","2,000 sqft",4,5,40 Thousand
2524,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",4,5,40 Thousand
2525,"Block F, Section 2, Mirpur, Dhaka","1,200 sqft",3,3,20 Thousand
2526,"Arambagh, Motijheel, Dhaka",850 sqft,3,2,22 Thousand
2527,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,22 Thousand
2528,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,12 Thousand
2529,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
2530,"Mohammadia Housing Society, Mohammadpur, Dhaka",700 sqft,2,2,14 Thousand
2531,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,2,12 Thousand
2532,"Joar Sahara, Dhaka","1,050 sqft",3,3,20 Thousand
2533,"West Shewrapara, Mirpur, Dhaka","1,180 sqft",3,3,20 Thousand
2534,"Goran, Khilgaon, Dhaka",650 sqft,2,2,12 Thousand
2535,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",700 sqft,2,2,12 Thousand
2536,"Block B, Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",850 sqft,2,2,14 Thousand
2537,"Block D, Section 6, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
2538,"Joar Sahara, Dhaka","1,200 sqft",3,2,20 Thousand
2539,"Indira Road, Tejgaon, Dhaka","2,040 sqft",3,4,50 Thousand
2540,"PC Culture Housing, Mohammadpur, Dhaka",900 sqft,2,2,17 Thousand
2541,"Sector 3, Uttara, Dhaka","2,400 sqft",4,4,70 Thousand
2542,"Pirerbag, Mirpur, Dhaka","1,000 sqft",3,2,14 Thousand
2543,"Shukrabad, Dhanmondi, Dhaka","1,100 sqft",3,2,22 Thousand
2544,"Joar Sahara, Dhaka","1,200 sqft",2,2,16 Thousand
2545,"Block F, Bashundhara R-A, Dhaka","1,450 sqft",3,3,27 Thousand
2546,"Block A, Section 10, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
2547,"Kathalbagan, Dhaka","1,300 sqft",3,4,26 Thousand
2548,"Khaje Dewan, Lalbagh, Dhaka","1,020 sqft",3,2,20 Thousand
2549,"Dhanmondi, Dhaka","1,800 sqft",3,3,45 Thousand
2550,"Kafrul, Dhaka","1,250 sqft",4,3,25 Thousand
2551,"Sector 11, Uttara, Dhaka","1,500 sqft",3,3,24 Thousand
2552,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",750 sqft,2,2,14.5 Thousand
2553,"Joar Sahara, Dhaka","1,250 sqft",3,2,18 Thousand
2554,"Gulshan 1, Gulshan, Dhaka","2,300 sqft",4,4,70 Thousand
2555,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",4,5,40 Thousand
2556,"Block F, Bashundhara R-A, Dhaka","1,450 sqft",3,4,24 Thousand
2557,"Sector 10, Uttara, Dhaka","2,000 sqft",3,3,25 Thousand
2558,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2559,"Block D, Pallabi, Mirpur, Dhaka","1,275 sqft",3,3,16.5 Thousand
2560,"Section 10, Mirpur, Dhaka","1,150 sqft",2,2,18 Thousand
2561,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,42 Thousand
2562,"Block A, Section 6, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
2563,"West Shewrapara, Mirpur, Dhaka",800 sqft,2,2,9.5 Thousand
2564,"Kafrul, Dhaka",600 sqft,1,2,9 Thousand
2565,"Ring Road, Shyamoli, Dhaka","1,300 sqft",3,3,25 Thousand
2566,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,10 Thousand
2567,"Block F, Bashundhara R-A, Dhaka","1,800 sqft",3,4,30 Thousand
2568,"Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,3,11 Thousand
2569,"Sector 10, Uttara, Dhaka","1,900 sqft",3,4,45 Thousand
2570,"South Badda, Badda, Dhaka",700 sqft,2,2,15 Thousand
2571,"West Kafrul, Taltola, Agargaon, Dhaka","1,150 sqft",3,3,17 Thousand
2572,"Mirpur, Dhaka","1,215 sqft",3,4,20 Thousand
2573,"North Pirerbag, Pirerbag, Mirpur, Dhaka","1,600 sqft",5,4,30 Thousand
2574,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,1,9 Thousand
2575,"Block A, South Banasree Project, Banasree, Dhaka","1,365 sqft",3,3,20 Thousand
2576,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",700 sqft,2,1,9.5 Thousand
2577,"Niketan, Dhaka","1,540 sqft",3,3,70 Thousand
2578,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750 sqft,2,2,13 Thousand
2579,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,2,9 Thousand
2580,"Ibrahimpur, Dhaka",650 sqft,2,1,10 Thousand
2581,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,150 sqft",3,3,16 Thousand
2582,"Block A, Bashundhara R-A, Dhaka","1,150 sqft",2,2,21 Thousand
2583,"Block F, Bashundhara R-A, Dhaka","2,000 sqft",3,4,30 Thousand
2584,"Matikata, Cantonment, Dhaka","1,100 sqft",3,3,18 Thousand
2585,"Adabor, Dhaka","1,300 sqft",3,3,25 Thousand
2586,"Kafrul, Dhaka","1,100 sqft",3,3,21 Thousand
2587,"Sector 3, Uttara, Dhaka","1,000 sqft",2,2,20 Thousand
2588,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",720 sqft,2,2,10 Thousand
2589,"Sector 3, Uttara, Dhaka","2,400 sqft",4,4,70 Thousand
2590,"Block D, Section 10, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
2591,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,35 Thousand
2592,"South Badda, Badda, Dhaka",750 sqft,2,2,14 Thousand
2593,"Kuril, Dhaka",850 sqft,2,2,13 Thousand
2594,"Mirpur, Dhaka",800 sqft,2,2,10.5 Thousand
2595,"Monipuripara, Tejgaon, Dhaka","1,250 sqft",3,4,30 Thousand
2596,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka","1,250 sqft",3,2,21 Thousand
2597,"Kuril, Dhaka",850 sqft,2,2,13 Thousand
2598,"Block G, Bashundhara R-A, Dhaka","1,450 sqft",3,3,28 Thousand
2599,"Baitul Aman Housing Society, Adabor, Dhaka","1,300 sqft",3,3,20 Thousand
2600,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
2601,"Block D, Chandrima Model Town, Mohammadpur, Dhaka","1,280 sqft",3,3,15 Thousand
2602,"North Jatra Bari, Jatra Bari, Dhaka",800 sqft,2,2,12 Thousand
2603,"Block B, Chandrima Model Town, Mohammadpur, Dhaka","1,650 sqft",4,3,20 Thousand
2604,"Block I, Bashundhara R-A, Dhaka","1,520 sqft",3,3,25 Thousand
2605,"Pallabi, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
2606,"PC Culture Housing, Mohammadpur, Dhaka",850 sqft,2,2,15.5 Thousand
2607,"Block B, Mohammadi Homes R/A, Mohammadpur, Dhaka","1,300 sqft",3,3,20 Thousand
2608,"Block C, Section 10, Mirpur, Dhaka","1,300 sqft",3,3,30 Thousand
2609,"Dhanmondi, Dhaka","1,800 sqft",3,4,45 Thousand
2610,"Block A, Chandrima Model Town, Mohammadpur, Dhaka","1,500 sqft",3,3,17 Thousand
2611,"Gulshan 2, Gulshan, Dhaka","2,450 sqft",4,3,60 Thousand
2612,"Manikdi, Cantonment, Dhaka","1,200 sqft",3,3,12 Thousand
2613,"West Shewrapara, Mirpur, Dhaka","1,100 sqft",2,3,17 Thousand
2614,"Kuril, Dhaka",850 sqft,2,2,16 Thousand
2615,"Kafrul, Dhaka","1,350 sqft",3,3,30 Thousand
2616,"Middle Monipur, Mirpur, Dhaka",900 sqft,3,2,15 Thousand
2617,"Block B, Section 12, Mirpur, Dhaka",700 sqft,2,2,11.5 Thousand
2618,"Block B, Bashundhara R-A, Dhaka","2,350 sqft",3,4,60 Thousand
2619,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,1,9 Thousand
2620,"Ibrahimpur, Dhaka","1,300 sqft",3,3,21 Thousand
2621,"Mohammadia Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,17 Thousand
2622,"Block G, Banasree, Dhaka","1,000 sqft",3,2,17 Thousand
2623,"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",650 sqft,2,1,13 Thousand
2624,"Block G, Bashundhara R-A, Dhaka","1,640 sqft",3,3,25 Thousand
2625,"Block B, Section 12, Mirpur, Dhaka","1,100 sqft",3,2,20 Thousand
2626,"Block D, Chandrima Model Town, Mohammadpur, Dhaka","1,280 sqft",3,3,15 Thousand
2627,"Turag City, Section 1, Mirpur, Dhaka",750 sqft,2,2,12 Thousand
2628,"Sector 10, Uttara, Dhaka","1,475 sqft",3,3,20 Thousand
2629,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,000 sqft",3,2,14 Thousand
2630,"Sobhanbagh, Tejgaon, Dhaka","1,200 sqft",3,4,25 Thousand
2631,"Block C, Section 10, Mirpur, Dhaka","1,300 sqft",3,3,30 Thousand
2632,"Badda, Dhaka",750 sqft,2,2,18 Thousand
2633,"Block C, Section 10, Mirpur, Dhaka","1,300 sqft",3,3,30 Thousand
2634,"Eskaton, Dhaka",600 sqft,2,2,20 Thousand
2635,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",700 sqft,2,2,10.5 Thousand
2636,"East Kazipara, Mirpur, Dhaka","1,200 sqft",3,3,15 Thousand
2637,"Block G, Bashundhara R-A, Dhaka","1,200 sqft",3,3,18 Thousand
2638,"Block C, Section 10, Mirpur, Dhaka","1,300 sqft",3,3,30 Thousand
